ticker,status,eligible,reason,price,breakout_level,live_rvol
CTAS,ok,True,eligible,,,
QGEN,ok,True,eligible,,,
TEAM,ok,True,eligible,,,
RIVN,ok,True,eligible,,,
ORCL,ok,True,eligible,,,
MSFT,ok,True,eligible,,,
PNC,ok,True,eligible,,,
ANET,ok,True,eligible,,,
DFTX,ok,True,eligible,,,
PAYX,ok,True,eligible,,,
NBIX,ok,True,eligible,,,
UPS,ok,True,eligible,,,
TXN,ok,True,eligible,,,
TENB,ok,True,eligible,,,
VRTX,ok,True,eligible,,,
RBRK,ok,True,eligible,,,
UGI,ok,True,eligible,,,
HSY,ok,True,eligible,,,
TTMI,ok,True,eligible,,,
CRM,ok,True,eligible,,,
PRIM,ok,True,eligible,,,
RKLB,ok,True,eligible,,,
ADBE,ok,True,eligible,,,
LUNR,ok,True,eligible,,,
SWKS,ok,True,eligible,,,
APH,ok,True,eligible,,,
COR,ok,True,eligible,,,
PANW,ok,True,eligible,,,
NNN,ok,True,eligible,,,
KDP,ok,True,eligible,,,
HIW,ok,True,eligible,,,
LOGI,ok,True,eligible,,,
NOW,ok,True,eligible,,,
TJX,ok,True,eligible,,,
ECL,ok,True,eligible,,,
J,ok,True,eligible,,,
HPE,ok,True,eligible,,,
NKE,ok,True,eligible,,,
RPRX,ok,True,eligible,,,
MOD,ok,True,eligible,,,
BVN,ok,True,eligible,,,
SW,ok,True,eligible,,,
APP,ok,True,eligible,,,
LLY,ok,True,eligible,,,
MET,ok,True,eligible,,,
TEL,ok,True,eligible,,,
VZ,ok,True,eligible,,,
AVPT,ok,True,eligible,,,
PFE,ok,True,eligible,,,
V,ok,True,eligible,,,
BCE,ok,True,eligible,,,
EMR,ok,True,eligible,,,
NDAQ,ok,True,eligible,,,
WY,ok,True,eligible,,,
AVAV,ok,True,eligible,,,
NTNX,ok,True,eligible,,,
SHOO,ok,True,eligible,,,
GM,ok,True,eligible,,,
BOX,ok,True,eligible,,,
DBX,ok,True,eligible,,,
COHU,ok,True,eligible,,,
DRS,ok,True,eligible,,,
HSIC,ok,True,eligible,,,
IFF,ok,True,eligible,,,
EA,ok,True,eligible,,,
IVZ,ok,True,eligible,,,
ACN,ok,True,eligible,,,
KHC,ok,True,eligible,,,
CPT,ok,True,eligible,,,
KRG,ok,True,eligible,,,
ROST,ok,True,eligible,,,
CTSH,ok,True,eligible,,,
C,ok,True,eligible,,,
ARE,ok,True,eligible,,,
KBR,ok,True,eligible,,,
TEVA,ok,True,eligible,,,
BLDR,ok,True,eligible,,,
TIGO,ok,True,eligible,,,
VSCO,ok,True,eligible,,,
DDOG,ok,True,eligible,,,
DHR,ok,True,eligible,,,
FITB,ok,True,eligible,,,
LMT,ok,True,eligible,,,
RYN,ok,True,eligible,,,
RCL,ok,True,eligible,,,
WFC,ok,True,eligible,,,
ADI,ok,True,eligible,,,
AAPL,ok,True,eligible,,,
COF,ok,True,eligible,,,
GH,ok,True,eligible,,,
INOD,ok,True,eligible,,,
ADM,ok,True,eligible,,,
BAC,ok,True,eligible,,,
ESTC,ok,True,eligible,,,
COO,ok,True,eligible,,,
SPGI,ok,True,eligible,,,
MMM,ok,True,eligible,,,
SNOW,ok,True,eligible,,,
BTDR,ok,True,eligible,,,
SYK,ok,True,eligible,,,
BDX,ok,True,eligible,,,
PL,ok,True,eligible,,,
MTSI,ok,True,eligible,,,
HOOD,ok,True,eligible,,,
CCI,ok,True,eligible,,,
DOC,ok,True,eligible,,,
DLTR,ok,True,eligible,,,
STLD,ok,True,eligible,,,
FLEX,ok,True,eligible,,,
CHKP,ok,True,eligible,,,
AXP,ok,True,eligible,,,
FSLR,ok,True,eligible,,,
PFG,ok,True,eligible,,,
AMT,ok,True,eligible,,,
IBKR,ok,True,eligible,,,
A,ok,True,eligible,,,
VIK,ok,True,eligible,,,
WSM,ok,True,eligible,,,
PLTR,ok,True,eligible,,,
WDAY,ok,True,eligible,,,
CAH,ok,True,eligible,,,
ASTS,ok,True,eligible,,,
NET,ok,True,eligible,,,
EXC,ok,True,eligible,,,
SOLV,ok,True,eligible,,,
DECK,ok,True,eligible,,,
VVV,ok,True,eligible,,,
DHI,ok,True,eligible,,,
TWST,ok,True,eligible,,,
HBAN,ok,True,eligible,,,
ACMR,ok,True,eligible,,,
KTOS,ok,True,eligible,,,
NUE,ok,True,eligible,,,
EXPD,ok,True,eligible,,,
GE,ok,True,eligible,,,
RVTY,ok,True,eligible,,,
BBY,ok,True,eligible,,,
CRWD,ok,True,eligible,,,
CLS,ok,True,eligible,,,
INVH,ok,True,eligible,,,
IT,ok,True,eligible,,,
BMRN,ok,True,eligible,,,
MT,ok,True,eligible,,,
NBIS,ok,True,eligible,,,
CHRW,ok,True,eligible,,,
SMCI,ok,True,eligible,,,
ELAN,ok,True,eligible,,,
NTRS,ok,True,eligible,,,
USB,ok,True,eligible,,,
WPC,ok,True,eligible,,,
QCOM,ok,True,eligible,,,
MRK,ok,True,eligible,,,
CSCO,ok,True,eligible,,,
TOST,ok,True,eligible,,,
ALGM,ok,True,eligible,,,
KNX,ok,True,eligible,,,
BE,ok,True,eligible,,,
MS,ok,True,eligible,,,
IP,ok,True,eligible,,,
MCO,ok,True,eligible,,,
FWONK,ok,True,eligible,,,
SOFI,existing,False,already_sent,,,
TEVA,ok,False,not_promoted,,36.99,2.71
GEN,ok,False,rvol<1.50,,25.25,1.49
AXON,ok,False,rvol<1.50,,448.35,1.14
CENX,ok,False,not_promoted,,68.7,1.62
ES,ok,False,not_promoted,,70.92,2.37
DFTX,ok,False,rvol<1.50,,23.79,1.44
TXN,ok,False,not_promoted,,331.51,2.22
DRS,ok,False,rvol<1.50,,48.93,1.4
PFG,ok,False,not_promoted,,105.0,2.0
QGEN,ok,False,rvol<1.50,,36.99,1.4
WY,ok,False,not_promoted,,25.05,1.87
NUE,existing,False,already_sent,,,
TXT,ok,False,not_promoted,,97.61,1.66
NDAQ,existing,False,already_sent,,,
SN,existing,False,already_sent,,,
D,ok,False,not_promoted,,68.29,1.7
DELL,existing,False,already_sent,,,
FTNT,ok,False,rvol<1.50,,134.91,1.44
BMRN,ok,False,not_promoted,,57.44,2.18
PHM,ok,False,rvol<1.50,,123.56,1.29
ARE,ok,False,not_promoted,,50.53,1.57
COLD,ok,False,not_promoted,,15.88,1.89
TEL,ok,False,rvol<1.50,,216.65,1.36
MRK,ok,False,not_promoted,,123.13,1.86
PAYX,existing,False,already_sent,,,
TTMI,ok,False,not_promoted,,200.68,1.76
J,ok,False,rvol<1.50,,137.34,1.44
TROW,ok,False,not_promoted,,106.93,2.15
MCO,ok,False,not_promoted,,468.76,2.01
DHR,ok,False,rvol<1.50,,181.2,1.43
HPE,existing,False,already_sent,,,
MAR,ok,False,not_promoted,,388.37,1.64
BBY,ok,False,not_promoted,,77.1,2.18
KIM,ok,False,not_promoted,,24.62,1.66
AXP,ok,False,rvol<1.50,,325.0,1.45
AVPT,existing,False,already_sent,,,
ELV,ok,False,not_promoted,,408.0,1.55
LLY,ok,False,rvol<1.50,,1149.1,1.39
CSCO,ok,False,rvol<1.50,,120.79,1.49
HSY,ok,False,rvol<1.50,,200.0,1.47
INVH,existing,False,already_sent,,,
HON,ok,False,rvol<1.50,,235.92,1.29
RCUS,ok,False,not_promoted,,26.7,2.29
MTB,ok,False,not_promoted,,219.47,1.76
ZETA,existing,False,already_sent,,,
COHU,ok,False,rvol<1.50,,55.2,1.38
AXTA,ok,False,not_promoted,,31.59,1.64
APTV,existing,False,already_sent,,,
PENG,ok,False,rvol<1.50,,55.65,1.18
APP,ok,False,rvol<1.50,,606.39,1.15
BVN,ok,False,not_promoted,,38.65,2.1
DXCM,ok,False,rvol<1.50,,73.1,1.25
SHOO,ok,False,rvol<1.50,,43.83,1.29
MSFT,existing,False,already_sent,,,
MNDY,existing,False,already_sent,,,
SW,ok,False,rvol<1.50,,42.22,1.46
RBRK,existing,False,already_sent,,,
GH,ok,False,rvol<1.50,,133.71,1.48
NTRA,existing,False,already_sent,,,
IBKR,ok,False,rvol<1.50,,88.44,1.42
SMR,ok,False,rvol<1.50,,13.67,1.39
VEEV,ok,False,rvol<1.50,,175.11,1.12
CHD,ok,False,not_promoted,,100.29,1.6
PEG,ok,False,not_promoted,,82.16,1.52
KBR,ok,False,not_promoted,,39.07,1.78
CDW,existing,False,already_sent,,,
ODFL,existing,False,already_sent,,,
AVAV,ok,False,not_promoted,,217.77,2.0
MDB,existing,False,already_sent,,,
PL,ok,False,not_promoted,,51.76,1.78
FSLR,ok,False,not_promoted,,310.42,1.91
WSM,ok,False,rvol<1.50,,207.45,1.3
QCOM,ok,False,rvol<1.50,,258.0,0.99
TEAM,existing,False,already_sent,,,
EMR,ok,False,rvol<1.50,,148.87,1.2
PATH,existing,False,already_sent,,,
COR,ok,False,rvol<1.50,,309.66,1.28
MMM,ok,False,not_promoted,,156.69,1.98
SMCI,existing,False,already_sent,,,
PNC,ok,False,not_promoted,,226.01,1.8
BTDR,ok,False,rvol<1.50,,18.46,1.19
AMT,ok,False,rvol<1.50,,188.59,1.47
VVV,ok,False,rvol<1.50,,37.12,1.12
OTEX,existing,False,already_sent,,,
INOD,ok,False,rvol<1.50,,114.77,0.81
BCE,ok,False,not_promoted,,25.35,2.19
BR,ok,False,rvol<1.50,,159.22,1.46
CHRW,ok,False,rvol<1.50,,190.0,1.33
TWST,ok,False,rvol<1.50,,69.2,1.3
IVZ,existing,False,already_sent,,,
ACN,existing,False,already_sent,,,
HBAN,ok,False,not_promoted,,16.8,1.91
CTSH,existing,False,already_sent,,,
VSCO,ok,False,not_promoted,,60.65,1.73
EW,existing,False,already_sent,,,
SAP,ok,False,rvol<1.50,,185.36,1.43
IBM,existing,False,already_sent,,,
RGTI,ok,False,rvol<1.50,,27.78,1.16
ADBE,existing,False,already_sent,,,
APH,ok,False,rvol<1.50,,152.84,1.11
STT,existing,False,already_sent,,,
IQV,ok,False,rvol<1.50,,182.7,1.35
RKLB,ok,False,rvol<1.50,,151.0,1.15
VIK,ok,False,rvol<1.50,,93.7,1.26
PANW,existing,False,already_sent,,,
HLT,ok,False,not_promoted,,338.28,1.81
MOD,ok,False,rvol<1.50,,323.25,1.21
NBIX,ok,False,rvol<1.50,,162.39,1.48
DOC,ok,False,not_promoted,,20.27,5.31
KTOS,ok,False,not_promoted,,66.83,2.0
VRSK,ok,False,rvol<1.50,,188.92,1.42
SAIL,ok,False,rvol<1.50,,16.75,1.44
KD,ok,False,rvol<1.50,,14.77,1.48
NBIS,ok,False,rvol<1.50,,233.73,1.24
VZ,ok,False,not_promoted,,48.96,1.99
NTNX,existing,False,already_sent,,,
RDDT,existing,False,already_sent,,,
WAT,existing,False,already_sent,,,
IFF,ok,False,not_promoted,,83.89,2.45
EXC,ok,False,not_promoted,,47.68,1.97
TSCO,ok,False,rvol<1.50,,34.99,1.28
ALGM,ok,False,rvol<1.50,,51.66,1.33
ADI,ok,False,rvol<1.50,,435.72,1.21
UPS,existing,False,already_sent,,,
MNST,ok,False,not_promoted,,89.85,1.62
PLD,ok,False,not_promoted,,147.93,2.54
HPQ,existing,False,already_sent,,,
LUNR,ok,False,rvol<1.50,,46.75,1.17
SYK,ok,False,not_promoted,,322.87,1.86
AVGO,existing,False,already_sent,,,
CAH,ok,False,rvol<1.50,,203.98,1.25
DLTR,existing,False,already_sent,,,
CRWD,ok,False,rvol<1.50,,677.5,1.49
NKE,ok,False,not_promoted,,47.65,1.78
TOST,ok,False,rvol<1.50,,30.36,1.02
RCL,ok,False,rvol<1.50,,288.86,1.36
ESTC,existing,False,already_sent,,,
BIIB,ok,False,not_promoted,,205.97,1.71
FLEX,existing,False,already_sent,,,
EQX,ok,False,not_promoted,,15.27,2.12
CZR,ok,False,not_promoted,,29.28,1.87
TIGO,existing,False,already_sent,,,
NET,ok,False,rvol<1.50,,258.88,1.13
F,existing,False,already_sent,,,
TMO,existing,False,already_sent,,,
BLDR,ok,False,not_promoted,,85.88,3.17
KRG,ok,False,rvol<1.50,,27.58,1.27
ERO,ok,False,rvol<1.50,,32.76,1.13
C,ok,False,not_promoted,,131.95,1.57
PRMB,ok,False,rvol<1.50,,25.16,1.26
A,ok,False,not_promoted,,139.35,1.9
ADM,ok,False,rvol<1.50,,82.56,1.38
MTSI,ok,False,rvol<1.50,,418.9,1.26
KHC,ok,False,rvol<1.50,,24.71,1.39
UGI,ok,False,rvol<1.50,,37.65,1.11
HD,ok,False,rvol<1.50,,330.52,1.24
ANET,ok,False,rvol<1.50,,179.1,1.15
SPG,ok,False,not_promoted,,208.79,2.66
SNOW,existing,False,already_sent,,,
HUBS,existing,False,already_sent,,,
NOW,existing,False,already_sent,,,
CPT,ok,False,rvol<1.50,,109.11,1.44
COO,ok,False,not_promoted,,63.4,2.33
COF,ok,False,not_promoted,,195.16,1.8
GILD,ok,False,not_promoted,,137.5,2.62
ASTS,ok,False,not_promoted,,133.86,2.08
VMC,ok,False,not_promoted,,303.38,1.88
CRM,existing,False,already_sent,,,
VRTX,ok,False,rvol<1.50,,456.68,1.43
RVTY,ok,False,rvol<1.50,,103.0,1.36
IP,ok,False,rvol<1.50,,33.62,1.34
RPRX,existing,False,already_sent,,,
RTX,ok,False,not_promoted,,181.55,1.51
BTU,existing,False,already_sent,,,
BDX,ok,False,rvol<1.50,,155.28,1.1
RIVN,existing,False,already_sent,,,
KNX,ok,False,rvol<1.50,,75.66,1.19
MT,ok,False,rvol<1.50,,69.7,1.16
PRU,ok,False,not_promoted,,103.5,1.82
STLD,existing,False,already_sent,,,
DHI,ok,False,not_promoted,,154.46,2.45
SWKS,ok,False,rvol<1.50,,85.18,0.97
ACMR,ok,False,rvol<1.50,,93.9,1.16
SOLV,ok,False,not_promoted,,77.82,5.52
WDAY,existing,False,already_sent,,,
GE,existing,False,already_sent,,,
NTRS,ok,False,not_promoted,,170.24,2.92
HIW,existing,False,already_sent,,,
CHKP,ok,False,rvol<1.50,,134.79,1.15
WFC,ok,False,rvol<1.50,,82.19,1.3
SMTC,ok,False,rvol<1.50,,172.36,1.24
GM,ok,False,not_promoted,,85.19,2.17
CTAS,ok,False,not_promoted,,176.38,2.04
BE,ok,False,not_promoted,,322.83,1.69
WPC,ok,False,not_promoted,,75.24,2.18
FWONK,ok,False,rvol<1.50,,96.02,1.39
PFE,ok,False,rvol<1.50,,26.54,1.35
HSIC,ok,False,rvol<1.50,,76.91,1.31
JBL,ok,False,not_promoted,,381.94,1.55
IRM,ok,False,not_promoted,,134.09,1.6
MGNI,ok,False,rvol<1.50,,14.46,1.29
EA,ok,False,not_promoted,,202.5,2.59
V,ok,False,not_promoted,,335.17,1.83
DECK,ok,False,rvol<1.50,,115.83,1.19
CDNS,ok,False,rvol<1.50,,383.8,1.49
MGM,ok,False,rvol<1.50,,43.2,1.34
MET,ok,False,not_promoted,,85.29,2.02
LMT,ok,False,not_promoted,,541.21,1.69
VSH,ok,False,rvol<1.50,,53.6,1.32
BAC,ok,False,not_promoted,,54.2,1.58
IT,existing,False,already_sent,,,
PLTR,existing,False,already_sent,,,
SMMT,ok,False,not_promoted,,22.38,1.54
HOOD,existing,False,already_sent,,,
CCI,ok,False,not_promoted,,93.79,1.51
VSAT,ok,False,not_promoted,,89.79,2.23
CP,ok,False,rvol<1.50,,91.33,1.21
MXL,ok,False,not_promoted,,106.28,1.56
BRKR,existing,False,already_sent,,,
USB,ok,False,not_promoted,,57.05,1.6
DG,ok,False,rvol<1.50,,118.58,1.39
NTAP,existing,False,already_sent,,,
VERX,ok,False,not_promoted,,15.0,1.77
BOX,existing,False,already_sent,,,
CLS,ok,False,not_promoted,,435.0,1.5
IE,ok,False,not_promoted,,15.3,1.71
KDP,ok,False,not_promoted,,30.54,1.82
HRL,ok,False,not_promoted,,23.89,5.63
PSN,existing,False,already_sent,,,
DBX,ok,False,rvol<1.50,,29.1,1.37
ROST,ok,False,price<237.4100,224.10000610351562,237.41,3.2
MS,ok,False,rvol<1.50,,204.38,1.49
CDE,ok,False,not_promoted,,20.38,1.97
ORCL,existing,False,already_sent,,,
ECL,ok,False,not_promoted,,266.91,1.68
TEM,ok,False,price<56.4100,52.84000015258789,56.41,1.74
TENB,ok,False,rvol<1.50,29.329999923706055,26.23,1.21
AAPL,ok,False,price<313.2600; rvol<1.50,306.32000732421875,313.26,1.43
ELAN,ok,False,rvol<1.50,,26.29,1.34
TPR,ok,False,rvol<1.50,,149.31,1.17
LOGI,existing,False,already_sent,,,
FITB,ok,False,price<51.2500,48.54499816894531,51.25,2.71
DDOG,ok,False,rvol<1.50,276.3800048828125,235.0,1.32
NNN,ok,False,rvol<1.50,,45.48,1.12
TJX,ok,False,not_promoted,,160.89,1.84
GPK,ok,False,rvol<1.50,,11.53,1.39
SPGI,ok,False,not_promoted,,437.86,1.55
NXT,ok,False,price<156.7800,144.86000061035156,156.78,1.66
RYN,ok,False,not_promoted,,21.49,1.83
PRIM,ok,False,rvol<1.50,,205.5,0.66
EXPD,ok,False,not_promoted,,163.1,1.89
