ticker,mode,sector_etf,sector_etf_dist,passed_with_sector,reject_reason_with_sector,passed_without_sector,reject_reason_without_sector,blocked_by_sector
SMH,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
SMH,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XOM,A,XLE,-0.01771296664889288,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XOM,B,XLE,-0.01771296664889288,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
DIA,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
DIA,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CRWV,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CRWV,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLF,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLF,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
JPM,A,XLF,0.01021607783160583,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
JPM,B,XLF,0.01021607783160583,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
WMT,A,XLP,0.013436625598235219,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
WMT,B,XLP,0.013436625598235219,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLK,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLK,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
IBIT,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
IBIT,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
LLY,A,XLV,-0.018352331079988904,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
LLY,B,XLV,-0.018352331079988904,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
HOOD,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
HOOD,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLI,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLI,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
NOW,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
NOW,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CRM,A,XLK,0.10670954422410395,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CRM,B,XLK,0.10670954422410395,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
COLB,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
COLB,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLV,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLV,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
WDC,A,,,False,tier2_fail:rvol:0.78<1.10,False,tier2_fail:rvol:0.78<1.10,False
WDC,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
GEV,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
GEV,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
GFI,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
GFI,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CVX,A,XLE,-0.01771296664889288,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CVX,B,XLE,-0.01771296664889288,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
LRCX,A,,,False,tier2_fail:dist_sma20:8.72>6.77,False,tier2_fail:dist_sma20:8.72>6.77,False
LRCX,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
GS,A,XLF,0.01021607783160583,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
GS,B,XLF,0.01021607783160583,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CAR,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CAR,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
UNH,A,XLV,-0.018352331079988904,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
UNH,B,XLV,-0.018352331079988904,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
AMAT,A,,,False,tier2_fail:dist_sma20:10.08>6.77,False,tier2_fail:dist_sma20:10.08>6.77,False
AMAT,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
V,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
V,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
GE,A,XLI,0.02271111150922933,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
GE,B,XLI,0.02271111150922933,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLP,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLP,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
COIN,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
COIN,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
COHR1,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
COHR1,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
BE,A,,,False,tier2_fail:rvol:0.65<1.10,False,tier2_fail:rvol:0.65<1.10,False
BE,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
BEAM,A,,,False,tier2_fail:rvol:0.65<1.10,False,tier2_fail:rvol:0.65<1.10,False
BEAM,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
COST,A,XLP,0.013436625598235219,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
COST,B,XLP,0.013436625598235219,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
RKLB,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
RKLB,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
JNJ,A,XLV,-0.018352331079988904,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
JNJ,B,XLV,-0.018352331079988904,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
C,A,XLF,0.01021607783160583,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
C,B,XLF,0.01021607783160583,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CALX,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CALX,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CSCO,A,XLK,0.10670954422410395,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CSCO,B,XLK,0.10670954422410395,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
IBM,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
IBM,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
STX,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
STX,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
TXN,A,,,False,tier2_fail:dist_sma20:26.92>6.77,False,tier2_fail:dist_sma20:26.92>6.77,False
TXN,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ACN,A,XLK,0.10670954422410395,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ACN,B,XLK,0.10670954422410395,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ADC,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ADC,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ADI,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ADI,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CAT,A,XLI,0.02271111150922933,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CAT,B,XLI,0.02271111150922933,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
PG,A,XLP,0.013436625598235219,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
PG,B,XLP,0.013436625598235219,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
MA,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
MA,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
AAOI,A,,,False,tier2_fail:dist_sma20:23.69>6.77,False,tier2_fail:dist_sma20:23.69>6.77,False
AAOI,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ACM,A,,,False,tier2_fail:dist_sma20:23.69>6.77,False,tier2_fail:dist_sma20:23.69>6.77,False
ACM,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
BAC,A,XLF,0.01021607783160583,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
BAC,B,XLF,0.01021607783160583,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
BAH,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
BAH,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
BAM,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
BAM,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
GLW,A,,,False,tier2_fail:rvol:1.01<1.10,False,tier2_fail:rvol:1.01<1.10,False
GLW,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
VRT,A,,,False,tier2_fail:rvol:0.96<1.10,False,tier2_fail:rvol:0.96<1.10,False
VRT,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
WFC,A,XLF,0.01021607783160583,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
WFC,B,XLF,0.01021607783160583,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ASTS,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ASTS,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLY,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLY,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ARM,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ARM,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLU,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLU,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
QCOM,A,XLK,0.10670954422410395,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
QCOM,B,XLK,0.10670954422410395,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
KLAC,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
KLAC,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
NKE,A,XLY,0.04466381586943191,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
NKE,B,XLY,0.04466381586943191,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
KO,A,XLP,0.013436625598235219,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
KO,B,XLP,0.013436625598235219,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
SPOT,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
SPOT,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ABBV,A,XLV,-0.018352331079988904,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ABBV,B,XLV,-0.018352331079988904,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
IONQ,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
IONQ,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
BABA,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
BABA,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ADBE,A,XLK,0.10670954422410395,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ADBE,B,XLK,0.10670954422410395,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
MELI,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
MELI,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XBI,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XBI,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
MS,A,XLF,0.01021607783160583,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
MS,B,XLF,0.01021607783160583,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
BSX,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
BSX,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
VZ,A,XLC,0.01005333973262501,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
VZ,B,XLC,0.01005333973262501,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
HD,A,XLY,0.04466381586943191,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
HD,B,XLY,0.04466381586943191,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
MCDT,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
MCDT,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
SPGI,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
SPGI,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
PYPL,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
PYPL,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ABT,A,XLV,-0.018352331079988904,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ABT,B,XLV,-0.018352331079988904,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
NEM,A,XLB,0.014766060891692634,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
NEM,B,XLB,0.014766060891692634,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CRCL,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CRCL,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
COP,A,XLE,-0.01771296664889288,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
COP,B,XLE,-0.01771296664889288,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
TMUS,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
TMUS,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
PEP,A,XLP,0.013436625598235219,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
PEP,B,XLP,0.013436625598235219,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
MRK,A,XLV,-0.018352331079988904,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
MRK,B,XLV,-0.018352331079988904,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CRDO,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CRDO,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
FCX,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
FCX,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ANET,A,,,False,tier2_fail:rvol:1.07<1.10,False,tier2_fail:rvol:1.07<1.10,False
ANET,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
T,A,XLC,0.01005333973262501,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
T,B,XLC,0.01005333973262501,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
NU,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
NU,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
SNPS,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
SNPS,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
ISRG,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
ISRG,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
OXY,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
OXY,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
APH,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
APH,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
CVNA,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
CVNA,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
TMO,A,XLV,-0.018352331079988904,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
TMO,B,XLV,-0.018352331079988904,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
XLC,A,,,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
XLC,B,,,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
LIN,A,XLB,0.014766060891692634,False,screener_fail:qullamaggie_momentum=FAIL,False,screener_fail:qullamaggie_momentum=FAIL,False
LIN,B,XLB,0.014766060891692634,False,screener_fail:minervini_trend=FAIL,False,screener_fail:minervini_trend=FAIL,False
TER,A,,,False,tier2_fail:dist_sma20:19.06>6.77,False,tier2_fail:dist_sma20:19.06>6.77,False
