ticker,mode,sector_etf,best_theme,theme_vs_sector,passed_with_filter,reject_reason,passed_without_filter,blocked_by_theme,blocked_by_sector,target_hold_days
IWM,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
AMD,A,XLK,,0.0968213528980334,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
AMD,B,XLK,,0.0968213528980334,False,screener_fail:minervini_trend=FAIL,False,False,False,20
META,A,XLC,,-0.07926243254548015,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
META,B,XLC,,-0.07926243254548015,False,screener_fail:minervini_trend=FAIL,False,False,False,20
GOOG,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
GOOG,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
AVGO,A,XLK,,0.0968213528980334,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
AVGO,B,XLK,,0.0968213528980334,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NFLX,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NFLX,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TSM,A,XLK,,0.0968213528980334,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TSM,B,XLK,,0.0968213528980334,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ORCL,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ORCL,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
INTC,A,XLK,,0.05969289957841506,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
INTC,B,XLK,,0.05969289957841506,False,screener_fail:minervini_trend=FAIL,False,False,False,20
LLY,A,XLV,,-0.22541280949441156,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
LLY,B,XLV,,-0.22541280949441156,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WMT,A,XLP,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WMT,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SMH,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SMH,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DIA,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DIA,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
LITE,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
LITE,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
IBIT,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
IBIT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XOM,A,XLE,,-0.00961772210356071,False,tier2_fail:theme_divergence:no_divergence,False,False,False,20
XOM,B,XLE,,-0.00961772210356071,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLK,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLK,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
APP,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
APP,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
JPM,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
JPM,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLF,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLF,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
HOOD,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
HOOD,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLE,A,,,,False,tier2_fail:sector_etf:data_missing,False,False,False,20
XLE,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WDC,A,XLK,,0.1537989317350389,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WDC,B,XLK,,0.1537989317350389,False,screener_fail:minervini_trend=FAIL,False,False,False,20
AMAT,A,XLK,,0.0968213528980334,False,tier2_fail:rvol:0.67<1.10,False,False,False,20
AMAT,B,XLK,,0.0968213528980334,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CRM,A,XLK,,-0.02650548683586562,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CRM,B,XLK,,-0.02650548683586562,False,screener_fail:minervini_trend=FAIL,False,False,False,20
V,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
V,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BKNG,A,XLY,,-0.1523122282377668,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BKNG,B,XLY,,-0.1523122282377668,False,screener_fail:minervini_trend=FAIL,False,False,False,20
COIN,A,XLF,,0.0018949048015030057,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
COIN,B,XLF,,0.0018949048015030057,False,screener_fail:minervini_trend=FAIL,False,False,False,20
UNH,A,XLV,,-0.05761335844565496,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
UNH,B,XLV,,-0.05761335844565496,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NOW,A,XLK,,-0.02650548683586562,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NOW,B,XLK,,-0.02650548683586562,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CAT,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CAT,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
LRCX,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
LRCX,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
GS,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
GS,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLV,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLV,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLI,A,,,,False,tier2_fail:adr_pct:1.55<1.87,False,False,False,20
XLI,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BAC,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BAC,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CSCO,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CSCO,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
JNJ,A,XLV,,,False,tier2_fail:rvol:0.95<1.10,False,False,False,20
JNJ,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
GEV,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
GEV,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MA,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MA,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
COST,A,XLP,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
COST,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SHOP,A,XLK,,-0.049991098370257614,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SHOP,B,XLK,,-0.049991098370257614,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLP,A,,,,False,tier2_fail:adr_pct:1.54<1.87,False,False,False,20
XLP,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ASML,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ASML,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SPOT,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SPOT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CVX,A,XLE,,-0.00961772210356071,False,tier2_fail:adr_pct:1.81<1.87,False,False,False,20
CVX,B,XLE,,-0.00961772210356071,False,screener_fail:minervini_trend=FAIL,False,False,False,20
IBM,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
IBM,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CRWD,A,XLK,,-0.049991098370257614,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CRWD,B,XLK,,-0.049991098370257614,False,screener_fail:minervini_trend=FAIL,False,False,False,20
PG,A,XLP,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
PG,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TXN,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TXN,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SPGI,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SPGI,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BE,A,XLI,,0.005427016288191533,False,tier2_fail:rvol:0.72<1.10,False,False,False,20
BE,B,XLI,,0.005427016288191533,False,screener_fail:minervini_trend=FAIL,False,False,False,20
GLW,A,,,,False,tier2_fail:dist_sma20:18.31>6.77,False,False,False,20
GLW,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
C,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
C,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CVNA,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CVNA,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
GE,A,XLI,,,False,tier2_fail:rvol:0.76<1.10,False,False,False,20
GE,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
COHR1,A,,,,False,tier2_fail:dist_sma20:26.35>6.77,False,False,False,20
COHR1,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VZ,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VZ,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
PYPL,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
PYPL,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
QCOM,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
QCOM,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ACN,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ACN,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
STX,A,XLK,,0.0968213528980334,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
STX,B,XLK,,0.0968213528980334,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ABBV,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ABBV,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ADBE,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ADBE,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ADC,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ADC,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VRT,A,XLI,,-0.03696402890291073,False,tier2_fail:rvol:0.77<1.10,False,False,False,20
VRT,B,XLI,,-0.03696402890291073,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ADI,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ADI,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MRK,A,XLV,,,False,tier2_fail:rvol:0.86<1.10,False,False,False,20
MRK,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
KO,A,XLP,,,False,tier2_fail:rvol:0.89<1.10,False,False,False,20
KO,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BSX,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BSX,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
HD,A,XLY,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
HD,B,XLY,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
KLAC,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
KLAC,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
PEP,A,XLP,,,False,tier2_fail:rvol:0.78<1.10,False,False,False,20
PEP,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TMUS,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TMUS,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DIS,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DIS,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MS,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MS,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WFC,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WFC,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLY,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLY,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
RTX,A,XLI,,,False,tier2_fail:theme_divergence:data_missing,False,False,False,20
RTX,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
APH,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
APH,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
LIN,A,XLB,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
LIN,B,XLB,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLU,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLU,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BABA,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BABA,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BAH,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BAH,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
AXP,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
AXP,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SOFI,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SOFI,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BA,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BA,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NVO,A,XLV,,-0.22541280949441156,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NVO,B,XLV,,-0.22541280949441156,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MELI,A,,,0.0,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MELI,B,,,0.0,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DE,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DE,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CIEN,A,,,,False,tier2_fail:rvol:0.57<1.10,False,False,False,20
CIEN,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DASH,A,XLY,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DASH,B,XLY,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
PFE,A,XLV,,,False,tier2_fail:rvol:0.88<1.10,False,False,False,20
PFE,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TMO,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TMO,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
RKLB,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
RKLB,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ANET,A,,,0.0,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ANET,B,,,0.0,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TER,A,,,,False,tier2_fail:rvol:0.60<1.10,False,False,False,20
TER,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ASTS,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ASTS,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CEG,A,XLU,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CEG,B,XLU,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MCD,A,XLY,,,False,tier2_fail:adr_pct:1.80<1.87,False,False,False,20
MCD,B,XLY,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MCDT,A,,,,False,tier2_fail:adr_pct:1.80<1.87,False,False,False,20
MCDT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SNPS,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SNPS,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
T,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
T,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BX,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BX,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DELL,A,,,0.0,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DELL,B,,,0.0,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CRCL,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CRCL,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NEM,A,XLB,,,False,tier2_fail:rvol:1.09<1.10,False,False,False,20
NEM,B,XLB,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
FCX,A,XLB,,,False,tier2_fail:rvol:0.86<1.10,False,False,False,20
FCX,B,XLB,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
GILD,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
GILD,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
COF,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
COF,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
AMGN,A,XLV,,,False,tier2_fail:rvol:0.93<1.10,False,False,False,20
AMGN,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ETN,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ETN,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NET,A,XLK,,-0.08028037664272425,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NET,B,XLK,,-0.08028037664272425,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XBI,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XBI,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SMCI,A,XLK,,0.08626397867378588,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SMCI,B,XLK,,0.08626397867378588,False,screener_fail:minervini_trend=FAIL,False,False,False,20
KKR,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
KKR,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ABT,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ABT,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
GLE1,A,,,,False,tier2_fail:sector_etf:data_missing,False,False,False,20
GLE1,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
RDDT,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
RDDT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
LMT,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
LMT,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MRVL,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MRVL,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
F,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
F,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLB,A,,,,False,tier2_fail:rvol:0.97<1.10,False,False,False,20
XLB,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ISRG,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ISRG,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NU,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NU,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
UNP,A,XLI,,,False,tier2_fail:rvol:0.68<1.10,False,False,False,20
UNP,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WDAY,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WDAY,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
PM,A,XLP,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
PM,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CDNS,A,XLK,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CDNS,B,XLK,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
KVUE,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
KVUE,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NEE,A,XLU,,,False,tier2_fail:rvol:0.97<1.10,False,False,False,20
NEE,B,XLU,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NKE,A,XLY,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NKE,B,XLY,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VST,A,XLU,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VST,B,XLU,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLC,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLC,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
COP,A,XLE,,,False,tier2_fail:dist_sma20:8.39>6.77,False,False,False,20
COP,B,XLE,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
HON,A,XLI,,,False,tier2_fail:rvol:0.94<1.10,False,False,False,20
HON,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DHR,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DHR,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ADP,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ADP,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
RBLX,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
RBLX,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MDT,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MDT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SLB,A,XLE,,,False,tier2_fail:theme_divergence:data_missing,False,False,False,20
SLB,B,XLE,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
EXPE,A,,,0.0,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
EXPE,B,,,0.0,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MCO,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MCO,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BLK,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BLK,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CMCSA,A,XLC,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CMCSA,B,XLC,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CRDO,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CRDO,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TJX,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TJX,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DDOG,A,XLK,,-0.049991098370257614,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DDOG,B,XLK,,-0.049991098370257614,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ALAB,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ALAB,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BMY,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
BMY,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MCK,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MCK,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ICE,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ICE,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
APO,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
APO,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
