date,symbol,camino,action,entry_price,stop_loss,base_high,avwap,gap_pct,outcome,exit_price,exit_date,return_pct,hold_days,reasoning
2023-08-01,AAPL,BLUE_SKY,BUY_STOP,195.9025828543745,193.26065131666812,195.85258285437448,192.1182861364166,-0.001069027474076157,LOSS,193.26065131666812,2023-08-02,-1.3485945408235211,1,Blue Sky Breakout: Base (195.85) and AVWAP (192.12) converge within 1.9%. Clear path above.
2023-08-02,AAPL,BLUE_SKY,BUY_STOP,195.9025828543745,193.21273368426066,195.85258285437448,192.00787899402633,-0.0029138834566015664,LOSS,193.21273368426066,2023-08-03,-1.3730544696867772,1,Blue Sky Breakout: Base (195.85) and AVWAP (192.01) converge within 2.0%. Clear path above.
2023-10-06,AAPL,BLUE_SKY,BUY_STOP,178.4281946740771,175.1257716124604,178.3781946740771,178.7755541894926,-0.006346102232978674,LOSS,175.1257716124604,2023-10-09,-1.8508414926514407,1,Blue Sky Breakout: Base (178.38) and AVWAP (178.78) converge within 0.2%. Clear path above.
2023-10-09,AAPL,BLUE_SKY,BUY_STOP,178.26001559327634,174.9432474248696,178.21001559327632,178.74196858815696,-0.0038312618318923483,LOSS,174.9432474248696,2023-10-16,-1.860634959201601,5,Blue Sky Breakout: Base (178.21) and AVWAP (178.74) converge within 0.3%. Clear path above.
2023-10-10,AAPL,BLUE_SKY,BUY_STOP,177.8543659929143,174.71271087348222,177.80436599291428,178.71738552601983,-0.004972352676498184,LOSS,174.71271087348222,2023-10-16,-1.7664200155520706,4,Blue Sky Breakout: Base (177.80) and AVWAP (178.72) converge within 0.5%. Clear path above.
2023-10-11,AAPL,BLUE_SKY,BUY_STOP,177.98298447341062,174.89425947590547,177.9329844734106,178.69661032710647,-0.0010650996330490317,LOSS,174.89425947590547,2023-10-16,-1.7354046549132827,3,Blue Sky Breakout: Base (177.93) and AVWAP (178.70) converge within 0.4%. Clear path above.
2023-10-12,AAPL,BLUE_SKY,BUY_STOP,180.44644439001883,177.31913515428698,180.39644439001881,178.69778085905392,0.0015017505160009666,LOSS,177.31913515428698,2023-10-13,-1.7330955155716143,1,Blue Sky Breakout: Base (180.40) and AVWAP (178.70) converge within 0.9%. Clear path above.
2023-10-13,AAPL,BLUE_SKY,BUY_STOP,180.44644439001883,177.26422669194463,180.39644439001881,178.68403877471349,0.003928874100414096,LOSS,177.26422669194463,2023-10-16,-1.763524744880048,1,Blue Sky Breakout: Base (180.40) and AVWAP (178.68) converge within 0.9%. Clear path above.
2023-10-16,AAPL,BLUE_SKY,BUY_STOP,180.44644439001883,177.29588557647972,180.39644439001881,178.64877594610076,-0.011741700873384544,LOSS,177.29588557647972,2023-10-17,-1.745979991010217,1,Blue Sky Breakout: Base (180.40) and AVWAP (178.65) converge within 1.0%. Clear path above.
2023-10-17,AAPL,BLUE_SKY,BUY_STOP,180.44644439001883,177.2404826990611,180.39644439001881,178.59132646534354,-0.011582380374482486,LOSS,177.2404826990611,2023-10-18,-1.7766832157846992,1,Blue Sky Breakout: Base (180.40) and AVWAP (178.59) converge within 1.0%. Clear path above.
2023-11-02,AAPL,BLUE_SKY,BUY_STOP,180.44644439001883,177.40224099539344,180.39644439001881,177.3478091431015,0.008909579336271732,LOSS,177.40224099539344,2023-11-03,-1.687039833295696,1,Blue Sky Breakout: Base (180.40) and AVWAP (177.35) converge within 1.7%. Clear path above.
2023-11-06,AAPL,BLUE_SKY,BUY_STOP,180.44644439001883,177.4700121392663,180.39644439001881,177.2716121202375,-0.0015285344891878543,LOSS,177.4700121392663,2023-11-07,-1.649482349632363,1,Blue Sky Breakout: Base (180.40) and AVWAP (177.27) converge within 1.7%. Clear path above.
2023-11-07,AAPL,BLUE_SKY,BUY_STOP,180.5453598060514,177.4848337353224,180.4953598060514,177.29999884748014,-0.0002789656804092621,WIN,186.6664119475094,2023-11-15,3.390312632810646,6,Blue Sky Breakout: Base (180.50) and AVWAP (177.30) converge within 1.8%. Clear path above.
2023-12-11,AAPL,VWAP_RECLAIM,BUY_STOP,191.37266540527344,189.62913681721145,194.15639227120218,179.31273130987557,-0.01328501140324468,WIN,194.85972258139742,2023-12-13,1.822129178552944,2,"VWAP Reclaim: Weak open, price reclaimed VWAP at 191.37. Institutions defending position."
2023-12-15,AAPL,BLUE_SKY,BUY_STOP,197.8024134956911,195.49024977970757,197.7524134956911,195.91138487281282,-0.0029276048123968584,LOSS,195.49024977970757,2023-12-18,-1.1689259373136507,1,Blue Sky Breakout: Base (197.75) and AVWAP (195.91) converge within 0.9%. Clear path above.
2023-12-18,AAPL,BLUE_SKY,BUY_STOP,197.8024134956911,195.4689505368363,197.7524134956911,195.4440468566864,-0.007491076043899918,LOSS,195.4689505368363,2023-12-19,-1.1796938761344422,1,Blue Sky Breakout: Base (197.75) and AVWAP (195.44) converge within 1.2%. Clear path above.
2023-12-19,AAPL,BLUE_SKY,BUY_STOP,197.8024134956911,195.5169968522422,197.7524134956911,195.34779121024243,0.0013784081142416448,LOSS,195.5169968522422,2023-12-20,-1.1554038209441244,1,Blue Sky Breakout: Base (197.75) and AVWAP (195.35) converge within 1.2%. Clear path above.
2023-12-20,AAPL,BLUE_SKY,BUY_STOP,197.8024134956911,195.46399776636798,197.7524134956911,195.13531210126078,-0.00020312689067686547,LOSS,195.46399776636798,2023-12-21,-1.1821977740297172,1,Blue Sky Breakout: Base (197.75) and AVWAP (195.14) converge within 1.3%. Clear path above.
2023-12-21,AAPL,BLUE_SKY,BUY_STOP,197.8024134956911,195.39068957173762,197.7524134956911,194.91229864772447,0.006518288324647969,LOSS,195.39068957173762,2023-12-22,-1.2192590986793044,1,Blue Sky Breakout: Base (197.75) and AVWAP (194.91) converge within 1.4%. Clear path above.
2024-04-11,AAPL,BLUE_SKY,BUY_STOP,177.2742889404297,174.46669190417825,177.2242889404297,180.05473354459627,0.003337680798994148,LOSS,174.46669190417825,2024-04-12,-1.5837587351400408,1,Blue Sky Breakout: Base (177.22) and AVWAP (180.05) converge within 1.6%. Clear path above.
2024-04-12,AAPL,BLUE_SKY,BUY_STOP,177.2742889404297,174.3729565781869,177.2242889404297,179.9492730446598,-0.004456053022242403,LOSS,174.3729565781869,2024-04-15,-1.6366346070736517,1,Blue Sky Breakout: Base (177.22) and AVWAP (179.95) converge within 1.5%. Clear path above.
2024-04-29,AAPL,BLUE_SKY,BUY_STOP,176.96679662448955,174.19887917722724,176.91679662448954,178.61725201745583,0.024040228306892043,LOSS,174.19887917722724,2024-04-30,-1.564088574839054,1,Blue Sky Breakout: Base (176.92) and AVWAP (178.62) converge within 1.0%. Clear path above.
2023-10-06,NVDA,BLUE_SKY,BUY_STOP,46.183241879032494,44.848302491395394,46.1332418790325,45.40819700896935,-0.01107689906706897,LOSS,44.848302491395394,2023-10-09,-2.8905276748083186,1,Blue Sky Breakout: Base (46.13) and AVWAP (45.41) converge within 1.6%. Clear path above.
2023-10-09,NVDA,BLUE_SKY,BUY_STOP,46.007349315938335,44.70309005974576,45.95734931593834,45.3989941214135,-0.020103865535093777,LOSS,44.70309005974576,2023-10-17,-2.8348932846273285,6,Blue Sky Breakout: Base (45.96) and AVWAP (45.40) converge within 1.2%. Clear path above.
2023-10-10,NVDA,BLUE_SKY,BUY_STOP,46.279175910411965,44.97346780427912,46.22917591041197,45.405520111580344,0.0008172133638462019,LOSS,44.97346780427912,2023-10-16,-2.8213728538737595,4,Blue Sky Breakout: Base (46.23) and AVWAP (45.41) converge within 1.8%. Clear path above.
2023-12-19,NVDA,VWAP_RECLAIM,BUY_STOP,49.57637405395508,48.86776928450163,50.48442900851123,47.91543194395433,-0.01303999562679193,LOSS,48.86776928450163,2023-12-20,-1.4293194752045821,1,"VWAP Reclaim: Weak open, price reclaimed VWAP at 49.58. Institutions defending position."
2023-06-30,META,BLUE_SKY,BUY_STOP,287.8297500544625,280.2377827205882,287.7797500544625,282.72804528853965,0.011473043178576493,WIN,303.01368472221117,2023-07-12,5.275318018681381,7,Blue Sky Breakout: Base (287.78) and AVWAP (282.73) converge within 1.8%. Clear path above.
2023-07-03,META,BLUE_SKY,BUY_STOP,287.8297500544625,280.2218948573073,287.7797500544625,282.8869046792074,-0.0009755898585123718,WIN,303.045460448773,2023-07-12,5.286357783179598,6,Blue Sky Breakout: Base (287.78) and AVWAP (282.89) converge within 1.7%. Clear path above.
2023-07-17,META,BLUE_SKY,BUY_STOP,314.09622524355314,306.30763050636534,314.0462252435531,308.9084682216391,-0.00430599588119478,LOSS,306.30763050636534,2023-07-18,-2.479684285014392,1,Blue Sky Breakout: Base (314.05) and AVWAP (308.91) converge within 1.6%. Clear path above.
2023-07-18,META,BLUE_SKY,BUY_STOP,314.09622524355314,306.36423431417313,314.0462252435531,308.95480243882764,0.0008370721336924132,LOSS,306.36423431417313,2023-07-20,-2.4616631172133783,2,Blue Sky Breakout: Base (314.05) and AVWAP (308.95) converge within 1.6%. Clear path above.
2023-07-31,META,BLUE_SKY,BUY_STOP,323.9871745671294,314.8897202515251,323.9371745671294,319.20724677077357,-0.005499490113101486,LOSS,314.8897202515251,2023-08-01,-2.8079674227102234,1,Blue Sky Breakout: Base (323.94) and AVWAP (319.21) converge within 1.5%. Clear path above.
2023-08-01,META,BLUE_SKY,BUY_STOP,323.9871745671294,314.6449290333082,323.9371745671294,318.9663878796724,-0.003327026475614888,LOSS,314.6449290333082,2023-08-02,-2.883523258691682,1,Blue Sky Breakout: Base (323.94) and AVWAP (318.97) converge within 1.5%. Clear path above.
2023-10-06,META,VWAP_RECLAIM,BUY_STOP,313.24188232421875,298.82261720809345,314.11578268990155,299.7775574015269,-0.010991237686341422,LOSS,306.5089416503906,2023-10-20,-2.1494381989632037,10,"VWAP Reclaim: Weak open, price reclaimed VWAP at 313.24. Institutions defending position."
2023-12-26,META,BLUE_SKY,BUY_STOP,354.7721976295662,347.1370322862895,354.7221976295662,352.00312882396906,0.004527533595573663,LOSS,347.1370322862895,2024-01-02,-2.152131817062204,4,Blue Sky Breakout: Base (354.72) and AVWAP (352.00) converge within 0.8%. Clear path above.
2024-01-11,META,BLUE_SKY,BUY_STOP,370.40298322336446,363.2568971868217,370.35298322336445,365.3659855343424,0.004480817737580589,LOSS,363.2568971868217,2024-01-17,-1.929273348274701,3,Blue Sky Breakout: Base (370.35) and AVWAP (365.37) converge within 1.3%. Clear path above.
2024-01-16,META,BLUE_SKY,BUY_STOP,374.49439150060067,367.14423169021177,374.44439150060066,369.52504772608336,-0.0022430378451762318,LOSS,367.14423169021177,2024-01-17,-1.9626888885937062,1,Blue Sky Breakout: Base (374.44) and AVWAP (369.53) converge within 1.3%. Clear path above.
2024-01-17,META,BLUE_SKY,BUY_STOP,374.49439150060067,367.02059427690284,374.44439150060066,367.674496742115,-0.0031567455663685925,WIN,389.44198594799633,2024-01-24,3.991406757121404,5,Blue Sky Breakout: Base (374.44) and AVWAP (367.67) converge within 1.8%. Clear path above.
2024-01-18,META,BLUE_SKY,BUY_STOP,374.49439150060067,367.25098560780043,374.44439150060066,368.7965250987613,0.008469722213014761,WIN,388.98120328620115,2024-01-24,3.8683654854086766,4,Blue Sky Breakout: Base (374.44) and AVWAP (368.80) converge within 1.5%. Clear path above.
2024-01-23,META,BLUE_SKY,BUY_STOP,387.6921802024165,380.49693788025627,387.6421802024165,382.12982160795474,0.0074389420397166575,WIN,402.08266484673703,2024-01-30,3.711832577280033,5,Blue Sky Breakout: Base (387.64) and AVWAP (382.13) converge within 1.4%. Clear path above.
2024-03-05,META,BLUE_SKY,BUY_STOP,501.5023915660251,491.47657419458045,501.4523915660251,492.0827542067124,-0.006403151510191007,LOSS,491.47657419458045,2024-03-06,-1.99915644273148,1,Blue Sky Breakout: Base (501.45) and AVWAP (492.08) converge within 1.9%. Clear path above.
2024-03-06,META,BLUE_SKY,BUY_STOP,501.5023915660251,491.7462301682562,501.4523915660251,492.9098346590333,0.015115646063330778,LOSS,491.7462301682562,2024-03-11,-1.9453868140695492,3,Blue Sky Breakout: Base (501.45) and AVWAP (492.91) converge within 1.7%. Clear path above.
2024-04-10,META,VWAP_RECLAIM,BUY_STOP,516.771728515625,502.8242413515318,528.363171344258,515.8115818433323,-0.014722480702967526,LOSS,502.8242413515318,2024-04-15,-2.6989648222738456,3,"VWAP Reclaim: Weak open, price reclaimed VWAP at 516.77. Institutions defending position."
2024-05-29,META,VWAP_RECLAIM,MANUAL_WATCH,473.1697882550405,470.91315397517894,479.6613749209952,466.735586356378,-0.010960171263971042,LOSS,470.91315397517894,2024-05-30,-0.4769185049162962,1,Weak market detected. Waiting for VWAP reclaim at 473.17. Current price: 471.57
2023-08-29,MSFT,BLUE_SKY,BUY_STOP,328.90139751963477,323.1417249915699,328.85139751963476,328.7135029734209,-0.005622478291108673,LOSS,323.1417249915699,2023-08-30,-1.7511851793579039,1,Blue Sky Breakout: Base (328.85) and AVWAP (328.71) converge within 0.0%. Clear path above.
2023-08-30,MSFT,BLUE_SKY,BUY_STOP,328.90139751963477,323.3332092461581,328.85139751963476,328.6125527119525,0.0007917023829161168,LOSS,323.3332092461581,2023-08-31,-1.692965829719302,1,Blue Sky Breakout: Base (328.85) and AVWAP (328.61) converge within 0.1%. Clear path above.
2023-08-31,MSFT,BLUE_SKY,BUY_STOP,328.90139751963477,323.3229672848377,328.85139751963476,328.44925275684494,0.001247084498945912,LOSS,323.3229672848377,2023-09-01,-1.6960798211457986,1,Blue Sky Breakout: Base (328.85) and AVWAP (328.45) converge within 0.1%. Clear path above.
2023-09-01,MSFT,BLUE_SKY,BUY_STOP,327.47365210696097,322.02665848986777,327.42365210696096,328.3715217141148,0.010831068137172712,LOSS,322.02665848986777,2023-09-18,-1.663337976062293,10,Blue Sky Breakout: Base (327.42) and AVWAP (328.37) converge within 0.3%. Clear path above.
2023-09-05,MSFT,BLUE_SKY,BUY_STOP,329.3124867583471,323.73728916707717,329.2624867583471,328.340679549138,0.0010343775220179492,LOSS,323.73728916707717,2023-09-07,-1.6929809270673335,2,Blue Sky Breakout: Base (329.26) and AVWAP (328.34) converge within 0.3%. Clear path above.
2023-09-06,MSFT,BLUE_SKY,BUY_STOP,329.3124867583471,323.8089654684028,329.2624867583471,328.31538636190226,-0.0005095558417434729,LOSS,323.8089654684028,2023-09-07,-1.6712154902230814,1,Blue Sky Breakout: Base (329.26) and AVWAP (328.32) converge within 0.3%. Clear path above.
2023-09-07,MSFT,BLUE_SKY,BUY_STOP,329.3124867583471,323.9071594753204,329.2624867583471,328.25592551176925,-0.004776574276006364,LOSS,323.9071594753204,2023-09-18,-1.64139760876824,7,Blue Sky Breakout: Base (329.26) and AVWAP (328.26) converge within 0.3%. Clear path above.
2023-09-08,MSFT,BLUE_SKY,BUY_STOP,330.60064597472433,325.21326641940175,330.5506459747243,328.24571603980206,0.0005456730977914452,LOSS,325.21326641940175,2023-09-15,-1.6295732089206105,5,Blue Sky Breakout: Base (330.55) and AVWAP (328.25) converge within 0.7%. Clear path above.
2023-09-11,MSFT,BLUE_SKY,BUY_STOP,332.8229350743732,327.44554748586495,332.7729350743732,328.3012136081073,0.008885010160555373,LOSS,327.44554748586495,2023-09-12,-1.6156902129676336,1,Blue Sky Breakout: Base (332.77) and AVWAP (328.30) converge within 1.3%. Clear path above.
2023-09-12,MSFT,BLUE_SKY,BUY_STOP,332.8229350743732,327.37974436505226,332.7729350743732,328.2924022090542,-0.006273165705730975,LOSS,327.37974436505226,2023-09-13,-1.6354614227846447,1,Blue Sky Breakout: Base (332.77) and AVWAP (328.29) converge within 1.3%. Clear path above.
2023-09-13,MSFT,BLUE_SKY,BUY_STOP,332.8229350743732,327.3060527224562,332.7729350743732,328.30529719694397,-0.0013865045362103355,LOSS,327.3060527224562,2023-09-15,-1.6576028183527178,2,Blue Sky Breakout: Base (332.77) and AVWAP (328.31) converge within 1.3%. Clear path above.
2023-10-13,MSFT,BLUE_SKY,BUY_STOP,328.30950995278437,322.1726463971312,328.25950995278436,324.9223238796187,0.003684073300934263,LOSS,322.1726463971312,2023-10-17,-1.8692311278268325,2,Blue Sky Breakout: Base (328.26) and AVWAP (324.92) converge within 1.0%. Clear path above.
2023-10-16,MSFT,BLUE_SKY,BUY_STOP,330.5809829095428,324.3703708576791,330.5309829095428,324.96009152032116,0.010130192542118081,LOSS,324.3703708576791,2023-10-17,-1.8786961056265883,1,Blue Sky Breakout: Base (330.53) and AVWAP (324.96) converge within 1.7%. Clear path above.
2023-10-17,MSFT,BLUE_SKY,BUY_STOP,330.5809829095428,324.3128478572075,330.5309829095428,324.9658559884158,-0.009169232382218222,LOSS,324.3128478572075,2023-10-18,-1.8960966832294968,1,Blue Sky Breakout: Base (330.53) and AVWAP (324.97) converge within 1.7%. Clear path above.
2023-10-18,MSFT,BLUE_SKY,BUY_STOP,330.5809829095428,324.40085334812176,330.5309829095428,324.9780392872234,0.0012948072909713454,LOSS,324.40085334812176,2023-10-20,-1.8694752211781387,2,Blue Sky Breakout: Base (330.53) and AVWAP (324.98) converge within 1.7%. Clear path above.
2023-10-19,MSFT,BLUE_SKY,BUY_STOP,331.30860158595436,325.343817952395,331.25860158595435,325.016752024156,0.0061799382554536845,LOSS,325.343817952395,2023-10-20,-1.800370894388586,1,Blue Sky Breakout: Base (331.26) and AVWAP (325.02) converge within 1.9%. Clear path above.
2023-10-23,MSFT,BLUE_SKY,BUY_STOP,331.30860158595436,325.0075264061516,331.25860158595435,324.95489283242,-0.0036734707274776236,LOSS,325.0075264061516,2023-10-24,-1.901874913491495,1,Blue Sky Breakout: Base (331.26) and AVWAP (324.95) converge within 1.9%. Clear path above.
2023-10-24,MSFT,BLUE_SKY,BUY_STOP,331.30860158595436,325.0871760437022,331.25860158595435,324.94625230784743,0.006012387153154836,LOSS,325.0871760437022,2023-10-26,-1.8778339929813437,2,Blue Sky Breakout: Base (331.26) and AVWAP (324.95) converge within 1.9%. Clear path above.
2023-11-13,MSFT,BLUE_SKY,BUY_STOP,363.97428238869844,357.62502266323946,363.92428238869843,360.8522224983083,-0.003922357974963342,WIN,376.6728018396164,2023-11-28,3.488850741755663,10,Blue Sky Breakout: Base (363.92) and AVWAP (360.85) converge within 0.8%. Clear path above.
2023-11-30,MSFT,BLUE_SKY,BUY_STOP,378.7042794074745,373.53432508372464,378.65427940747446,373.5793566370014,-0.0009502956451481392,LOSS,373.53432508372464,2023-12-01,-1.3651692375483084,1,Blue Sky Breakout: Base (378.65) and AVWAP (373.58) converge within 1.3%. Clear path above.
2023-12-01,MSFT,BLUE_SKY,BUY_STOP,378.7042794074745,373.3964689135028,378.65427940747446,372.00031992348636,-0.005674164271985493,LOSS,373.3964689135028,2023-12-04,-1.4015713005082293,1,Blue Sky Breakout: Base (378.65) and AVWAP (372.00) converge within 1.8%. Clear path above.
2023-12-29,MSFT,BLUE_SKY,BUY_STOP,372.65448984781665,367.6161102604009,372.60448984781664,366.7934778244119,0.0019185592598097163,LOSS,367.6161102604009,2024-01-02,-1.3520243884551928,1,Blue Sky Breakout: Base (372.60) and AVWAP (366.79) converge within 1.6%. Clear path above.
2024-01-02,MSFT,BLUE_SKY,BUY_STOP,372.1421891414662,366.9914843128158,372.0921891414662,366.74909206166626,-0.00579721703592949,LOSS,366.9914843128158,2024-01-03,-1.3840690410654763,1,Blue Sky Breakout: Base (372.09) and AVWAP (366.75) converge within 1.4%. Clear path above.
2024-01-03,MSFT,BLUE_SKY,BUY_STOP,372.1421891414662,367.08361050254587,372.0921891414662,366.6975585797736,-0.005015358766601869,LOSS,367.08361050254587,2024-01-04,-1.3593133986206962,1,Blue Sky Breakout: Base (372.09) and AVWAP (366.70) converge within 1.4%. Clear path above.
2024-01-04,MSFT,BLUE_SKY,BUY_STOP,372.1421891414662,367.1589866434634,372.0921891414662,366.6101724383505,0.00018894429869724887,LOSS,367.1589866434634,2024-01-05,-1.3390587370647447,1,Blue Sky Breakout: Base (372.09) and AVWAP (366.61) converge within 1.5%. Clear path above.
2024-01-05,MSFT,BLUE_SKY,BUY_STOP,372.1421891414662,367.1880531201657,372.0921891414662,366.5083234535028,0.002799411271958952,LOSS,367.1880531201657,2024-01-08,-1.3312481534893157,1,Blue Sky Breakout: Base (372.09) and AVWAP (366.51) converge within 1.5%. Clear path above.
2024-01-08,MSFT,BLUE_SKY,BUY_STOP,372.1421891414662,367.1358318726729,372.0921891414662,366.54091567493725,0.0042146907398486165,LOSS,367.1358318726729,2024-01-09,-1.3452807595782097,1,Blue Sky Breakout: Base (372.09) and AVWAP (366.54) converge within 1.5%. Clear path above.
2024-01-09,MSFT,BLUE_SKY,BUY_STOP,372.1421891414662,367.2062811645605,372.0921891414662,366.607358561458,-0.007152516107578853,WIN,382.0140050952776,2024-01-11,2.6527000275313366,2,Blue Sky Breakout: Base (372.09) and AVWAP (366.61) converge within 1.5%. Clear path above.
2024-01-12,MSFT,BLUE_SKY,BUY_STOP,384.99060097363963,379.76649277857086,384.9406009736396,380.44861801796054,0.002235918911871397,LOSS,379.76649277857086,2024-01-17,-1.356944346656001,2,Blue Sky Breakout: Base (384.94) and AVWAP (380.45) converge within 1.2%. Clear path above.
2024-01-17,MSFT,BLUE_SKY,BUY_STOP,388.2913934084419,383.2663181194648,388.24139340844187,383.78889703124264,-0.005867684675953016,WIN,398.341543986396,2024-01-24,2.5883011440798076,5,Blue Sky Breakout: Base (388.24) and AVWAP (383.79) converge within 1.1%. Clear path above.
2024-01-18,MSFT,BLUE_SKY,BUY_STOP,388.2913934084419,383.2884881750713,388.24139340844187,384.78543033389974,0.005777010647024652,WIN,398.2972038751831,2024-01-24,2.576881856409351,4,Blue Sky Breakout: Base (388.24) and AVWAP (384.79) converge within 0.9%. Clear path above.
2024-01-23,MSFT,BLUE_SKY,BUY_STOP,394.784604321334,389.5669008888303,394.73460432133396,391.2870850258065,-0.001916864029658869,WIN,405.22001118634137,2024-01-30,2.6433165708036372,5,Blue Sky Breakout: Base (394.73) and AVWAP (391.29) converge within 0.9%. Clear path above.
2024-01-26,MSFT,BLUE_SKY,BUY_STOP,401.08069519921776,395.6048397279359,401.03069519921775,398.5732883929825,-0.0012350031463470455,LOSS,395.6048397279359,2024-01-31,-1.365275251794905,3,Blue Sky Breakout: Base (401.03) and AVWAP (398.57) converge within 0.6%. Clear path above.
2024-02-12,MSFT,BLUE_SKY,BUY_STOP,414.6878178606117,408.47248425905565,414.6378178606117,411.7474955741857,2.3761665766543083e-05,LOSS,408.47248425905565,2024-02-13,-1.4987982125014314,1,Blue Sky Breakout: Base (414.64) and AVWAP (411.75) converge within 0.7%. Clear path above.
2024-02-14,MSFT,BLUE_SKY,BUY_STOP,414.6878178606117,408.4601809173035,414.6378178606117,406.34790136750325,0.006164086476425348,LOSS,408.4601809173035,2024-02-15,-1.5017651049979681,1,Blue Sky Breakout: Base (414.64) and AVWAP (406.35) converge within 2.0%. Clear path above.
2024-03-15,MSFT,BLUE_SKY,BUY_STOP,422.36447191746964,415.81584644991267,422.31447191746963,414.62647942214534,-0.013945618933228624,LOSS,415.81584644991267,2024-03-18,-1.550467878566401,1,Blue Sky Breakout: Base (422.31) and AVWAP (414.63) converge within 1.8%. Clear path above.
2024-03-18,MSFT,BLUE_SKY,BUY_STOP,422.36447191746964,415.7121973447989,422.31447191746963,414.0760655068384,-0.005211005642374278,LOSS,415.7121973447989,2024-03-19,-1.5750080830592736,1,Blue Sky Breakout: Base (422.31) and AVWAP (414.08) converge within 2.0%. Clear path above.
2024-03-19,MSFT,BLUE_SKY,BUY_STOP,422.36447191746964,415.7299634833146,422.31447191746963,414.08742692651487,0.0012218624967728314,LOSS,415.7299634833146,2024-03-20,-1.570801730561148,1,Blue Sky Breakout: Base (422.31) and AVWAP (414.09) converge within 1.9%. Clear path above.
2024-03-20,MSFT,BLUE_SKY,BUY_STOP,422.36447191746964,415.71861242273485,422.31447191746963,414.66176403828405,0.0014001867573498643,LOSS,415.71861242273485,2024-03-27,-1.5734892342065643,5,Blue Sky Breakout: Base (422.31) and AVWAP (414.66) converge within 1.8%. Clear path above.
2024-03-22,MSFT,BLUE_SKY,BUY_STOP,425.32592645181126,418.8626852989719,425.27592645181124,423.1948743058895,0.0007685600243825959,LOSS,418.8626852989719,2024-03-25,-1.5195972666791213,1,Blue Sky Breakout: Base (425.28) and AVWAP (423.19) converge within 0.5%. Clear path above.
